0,2,25,0.8,9
0,2,21,0.8,9
0,2,19,0.8,21
0,6,17,0.8,23
0,6,17,0.8,25
0,6,17,0.8,27
0,6,17,0.8,29
0,6,11,0.8,19
0,6,9,0.8,19
0,6,11,0.8,23
0,6,9,0.8,23
0,6,7,0.8,23
0,6,7,0.8,25
0,6,7,0.8,27
0,6,5,0.8,27
0,6,3,0.8,27
0,6,7,0.8,19
0,6,7,0.8,17
0,6,13,0.8,15
0,6,11,0.8,15
0,6,9,0.8,15
0,6,7,0.8,15
0,6,3,0.8,19
0,6,3,0.8,17
0,6,3,0.8,15
0,6,3,0.8,13
0,6,27,0.8,11
0,6,25,0.8,11
0,6,23,0.8,11
0,6,21,0.8,11
0,6,17,0.8,11
0,6,17,0.8,9
0,6,17,0.8,7
0,6,3,0.8,11
0,6,5,0.8,11
0,6,7,0.8,11
0,6,27,0.8,3
0,6,25,0.8,3
0,6,23,0.8,3
0,6,21,0.8,3
0,6,19,0.8,3
0,6,17,0.8,3
0,6,15,0.8,3
0,6,7,0.8,3
0,6,5,0.8,3
0,6,5,0.8,5
0,6,5,0.8,7
0,6,7,0.8,7
0,6,9,0.8,7
0,6,11,0.8,7
0,6,13,0.8,7
0,6,9,0.8,3
0,6,11,0.8,3
0,6,13,0.8,3
0,6,13,0.8,9
0,6,13,0.8,11
0,6,11,0.8,11
0,6,9,0.8,11
0,6,19,0.8,7
0,6,19,0.8,9
0,6,19,0.8,11
0,6,21,0.8,7
0,6,27,0.8,9
0,6,27,0.8,7
0,6,25,0.8,7
0,6,13,0.8,17
0,6,15,0.8,17
0,6,17,0.8,17
0,6,17,0.8,15
0,6,17,0.8,13
0,6,3,0.8,21
0,6,3,0.8,23
0,6,3,0.8,25
0,6,13,0.8,23
0,6,13,0.8,25
0,6,13,0.8,27
0,6,13,0.8,29
0,6,13,0.8,19
0,6,15,0.8,19
0,6,17,0.8,19
0,6,19,0.8,19
0,6,21,0.8,19
0,6,19,0.8,23
0,6,21,0.8,23
0,6,21,0.8,21
0,0,9,0.8,17
0,0,11,0.8,17
