1,5,21.1429,0.8,22.3611
1,5,7.96731,0.8,4.52339
1,4,14.0508,0.8,8.82775
1,4,12.5963,0.8,11.2795
1,3,19.8742,0.8,7.45848
1,3,12.0464,0.8,6.27713
1,2,20.7172,0.8,12.0609
1,2,19.5502,0.8,15.9015
1,0,16.7349,0.8,21.8049
1,1,15.0844,0.8,5.2923
1,1,13.7449,0.8,27.1803
1,1,16.6622,0.8,6.02276
1,1,17.6028,0.8,13.0987
1,1,10.626,0.8,8.81547
1,0,14.2796,0.8,9.22728
1,0,12.6628,0.8,16.4191
1,0,21.8341,0.8,15.6166
1,0,27.4686,0.8,13.053
1,0,54.4139,0.8,49.173
1,0,48.0519,0.8,103.734
1,0,29.45,0.8,92.1153
1,0,36.3881,0.8,35.5497
1,0,31.6118,0.8,22.7796
1,0,17.6641,0.8,5.59699
1,0,16.0092,0.8,3.32083
1,0,9.2375,0.8,2.77553
1,0,7.77512,0.8,2.8201
2,0,0.518514,0.8,4.96148
